project,vuln_commit,fix_commit,cve,cwe
gpac,2da2f68bffd51d89b1d272d22aa8cc023c1c066e,ebfa346eff05049718f7b80041093b4c5581c24e,CVE-2021-31258,CWE-476
gpac,f0ba83717b6e4d7a15a1676d1fe06152e199b011,77ed81c069e10b3861d88f72e1c6be1277ee7eae,CVE-2021-32439,CWE-787
gpac,00194f5fe462123f70b0bae7987317b52898b868,1653f31cf874eb6df964bea88d58d8e9b98b485e,CVE-2021-32437,CWE-476
gpac,0a85029d694f992f3631e2f249e4999daee15cbf,ec64c7b8966d7e4642d12debb888be5acf18efb9,CVE-2021-33363,CWE-787
gpac,05f453ec48710066582e3c3f4b71f6a9dc849f2a,758135e91e623d7dfe7f6aaad7aeb3f791b7a4e5,CVE-2021-31255,CWE-787
gpac,24c0988016bfc3721f2775b1ca03af1bc2554e57,b2db2f99b4c30f96e17b9a14537c776da6cb5dca,CVE-2021-30199,CWE-476
gpac,a51f951b878c2b73c1d8e2f1518c7cdc5fb82c3f,fe5155cf047252d1c4cb91602048bfa682af0ea7,CVE-2021-33364,CWE-401
gpac,3b84ffcbacf144ce35650df958432f472b6483f8,df8fffd839fe5ae9acd82d26fd48280a397411d9,CVE-2021-31260,CWE-476
gpac,87afe070cd6866df7fe80f11b26ef75161de85e0,3b84ffcbacf144ce35650df958432f472b6483f8,CVE-2021-31259,CWE-476
gpac,30ac5e5236b790accd1f25347eebf2dc8c6c1bcb,cf6771c857eb9a290e2c19ddacfdd3ed98b27618,CVE-2021-40564,CWE-476
gpac,b03c9f252526bb42fbd1b87b9f5e339c3cf2390a,5ce0c906ed8599d218036b18b78e8126a496f137,CVE-2021-40563,CWE-476
gpac,4c7730384f0ec26b79d536ba79fbbfc746fda87a,77510778516803b7f7402d7423c6d6bef50254c3,,CWE-787
gpac,ace672aa0abfcf586a13b86afac5af9b1aa38f2e,b43f9d1a4b4e33d08edaef6d313e6ce4bdf554d3,,CWE-476
gpac,5f2c2a16d30229b6241f02fa28e3d6b810d64858,44fdc3d972c31c56efe73e1a3b63438d46087652,,CWE-476
graphviz,d23153a7551891fff106453c4d9948d052c415a5,839085f8026afd6f6920a0c31ad2a9d880d97932,CVE-2019-11023,CWE-476
gssproxy,23c52157c932017bab359e296d7baa2f71239a70,cb761412e299ef907f22cd7c4146d50c8a792003,CVE-2020-12658,CWE-667
gst-plugins-good,1ab2b26193861b124426e2f8eb62b75b59ec5488,b31c504645a814c59d91d49e4fe218acaf93f4ca,CVE-2016-9810,CWE-125
gst-plugins-good,02174790726dd20a5c73ce2002189bf240ad4fe0,9181191511f9c0be6a89c98b311f49d66bd46dc3,CVE-2021-3497,CWE-416
gstreamer,02339d2d4c50a5a4cc81614cf05ef6dd17252d65,566583e87147f774e7fc4c78b5f7e61d427e40a9,CVE-2009-0586,CWE-190
haproxy,3d5f19e04d88e7c8f71cba4ea12e383c91de89f6,3b69886f7dcc3cfb3d166309018e6cfec9ce2c95,CVE-2021-40346,CWE-190
haproxy,202c6ce1a27c92d21995ee82c71b2f70c636e3ea,a01f45e3ced23c799f6e78b5efdbd32198a75354,CVE-2018-20615,CWE-125
haproxy,785325141d568e42c16cf543b3846496ad87650a,5dfc5d5cd0d2128d77253ead3acf03a421ab5b88,CVE-2020-11100,CWE-787
haproxy,2d43e18b6927b73aa9b1e6c8a40fc5b235498a5f,aae75e3279c6c9bd136413a72dafdcd4986bb89a,CVE-2013-1912,CWE-119
haproxy,89265224d314a056d77d974284802c1b8a0dc97f,b5d2b9e154d78e4075db163826c5e0f6d31b2ab1,CVE-2021-39242,CWE-755
heimdal,a5378daa6c696e7787b601371cc4b1b5432bab7d,04171147948d0a3636bc6374181926f0fb2ec83a,CVE-2021-3671,CWE-476
heimdal,0fc03c5c6ba5c63f3d69d22b3fe24eb95fd95164,6dd3eb836bbb80a00ffced4ad57077a1cdf227ea,CVE-2017-11103,CWE-345
hermes,435972c577b05e1773953f092b9da2ac5542399c,55e1b2343f4deb1a1b5726cfe1e23b2068217ff2,CVE-2021-24045,CWE-843
hermes,de05c8c12fa5ed9ec4679a28682e1df691780b74,fe52854cdf6725c2eaa9e125995da76e6ceb27da,CVE-2020-1911,CWE-125
hermes,22019661bbe3637a764aae7eb027148fac5817f1,8cb935cd3b2321c46aa6b7ed8454d95c75a7fca0,CVE-2020-1915,CWE-125
hermes,fe0e3dd1051eea55534c01fb9b1861986dcabb8e,b2021df620824627f5a8c96615edbd1eb7fdddfc,CVE-2020-1914,CWE-703
htslib,df31e599a3d3778804b6a7fda9bb5fdc683ee34c,dcd4b7304941a8832fba2d0fc4c1e716e7a4e72c,CVE-2020-36403,CWE-787
httpd,a6027e56924bb6227c1fdbf6f91e7e2438338be6,db81019ab88734ed35fa70294a0cfa7a19743f73,CVE-2015-3185,CWE-264
httpd,8f40799093982ce366269ae49d4dc4b837378f4c,78eb3b9235515652ed141353d98c239237030410,CVE-2015-0228,CWE-20
httpd,abc8db91ca9f7d8b4e47b4aa13dc45b99a215a7f,f990e5ecad40b100a8a5c7c1033c46044a9cb244,CVE-2021-31618,CWE-476
httpd,67bd9bfe6c38831e14fe7122f1d84391472498f8,7e09dd714fc62c08c5b0319ed7b9702594faf49b,CVE-2021-26691,CWE-787
httpd,ac715cb7f26a38427e10b7d4465dcedc16139b28,67bd9bfe6c38831e14fe7122f1d84391472498f8,CVE-2021-26690,CWE-476
httpd,2483191713aac6497c43f942216e20aa72da3fa8,4cc27823899e070268b906ca677ee838d07cf67a,CVE-2017-9798,CWE-284
icecast-server,e49086aaf6ce1b9d06030ec070cd708c9169e9f7,03ea74c04a5966114c2fe66e4e6892d11a68181e,CVE-2018-18820,CWE-119
ImageMagick,96162ebad2f05140a0d899b46a3e5dec9d4005f2,f221ea0fa3171f0f4fdf74ac9d81b203b9534c23,CVE-2022-32546,CWE-190
ImageMagick,82e3b7cb8da22a16fc6b1b16d486b5fc40272b5e,d072ed6aff835c174e856ce3a428163c0da9e8f4,CVE-2017-13139,CWE-125
ImageMagick,7b93db1807ef8abf0c81df8b0fd047e5fb3f1c3f,a6240a163cb787909703d9fc649cf861f60ddd7c,CVE-2016-10070,CWE-125
ImageMagick,889e3e4c9d4feec83aa57a720f4a7f80c3df4db3,389ecc365a7c61404ba078a72c3fa5a3cf1b4101,CVE-2018-14551,CWE-787
ImageMagick,31b842a218225cd7feddf65cbccf9d783c6cb526,fbb5e1c8211c4e88ecc367e784b79d457c300d6d,CVE-2017-11170,CWE-772
ImageMagick,469219cc87137ce38c5408b6774caa24c6095e9a,716496e6df0add89e9679d6da9c0afca814cfe49,CVE-2022-2719,CWE-617
ImageMagick,908e95905e95734480c34d92138434b038689eba,c111ed9b035532c2c81ea569f2d22fded9517287,CVE-2019-11598,CWE-125
ImageMagick,004fc5d725fa2dc395391d1ac65f815823595189,ca3654ebf7a439dc736f56f083c9aa98e4464b7f,CVE-2022-28463,CWE-787
ImageMagick,519e0050e554fa4865e59f1e79a6c9a4f0deecb7,47e8e6ceef979327614d0b8f0c76c6ecb18e09cf,CVE-2016-10058,CWE-703
ImageMagick,875b0f9f1bb41db72a8350c1ce69ed11db5fc8aa,a9e63436aa04c805fe3f9e2ed242dfa4621df823,CVE-2020-29599,CWE-91
ImageMagick,75f6f5032690077cae3eaeda3c0165cc765eaeb5,94174beff065cb5683d09d79e992c3ebbdead311,CVE-2021-20309,CWE-369
ImageMagick,05cac328e8dc2bd8ce07e013c270c6cc81bb9414,ef59bd764f88d893f1219fee8ba696a5d3f8c1c4,CVE-2020-27560,CWE-399
ImageMagick,816ecab6c532ae086ff4186b3eaf4aa7092d536f,a6802e21d824e786d1e2a8440cf749a6e1a8d95f,CVE-2017-11644,CWE-772
ImageMagick,96ab51687b954fc5bbef7eb4e8eeb96ce76fb71d,43dfb1894761c4929d5d5c98dc80ba4e59a0d114,CVE-2021-3596,CWE-476
ImageMagick,dd33b451c3e01098efad34bbaca2df78d5391dc8,8d25d94a363b104acd6ff23df7470aeedb806c51,CVE-2021-20246,CWE-369
ImageMagick,a9e63436aa04c805fe3f9e2ed242dfa4621df823,68154c05cf40a80b6f2e2dd9fdc4428570f875f0,CVE-2020-29599,CWE-91
ImageMagick,4bdb5432d99e447bb6ae6b9e21906f3ef1d9fb5a,60e52517ff86a451a85cac3eaba2016e80668297,CVE-2017-14607,CWE-125
ImageMagick,c5542e2e5ea346a239c0ce507da72d66a3b9240b,6ee5059cd3ac8d82714a1ab1321399b88539abf0,CVE-2020-27829,CWE-703
ImageMagick,b2b48d50300a9fbcd0aa0d9230fd6d7a08f7671e,30a74ed25a4890acfa94f452d653d54c9628c87e,CVE-2017-12429,CWE-770
ImageMagick,0664307e5e3492eaa1cb28fdd68c1d7338836147,868aad754ee599eb7153b84d610f2ecdf7b339f6,CVE-2020-10251,CWE-125
ImageMagick,4b0098f85e7011e95cd52869fd0bacf25889a15f,824f344ceb823e156ad6e85314d79c087933c2a0,CVE-2020-13902,CWE-125
ImageMagick,81678d592fb3b77a0096fdcd2fb822452601cd1f,fbd9a963db1ae5551c45dc8af57db0abd7695774,CVE-2021-20176,CWE-369
ImageMagick,4a4f4177ae004c0e2abb0209ddec62cb2698a5cb,75f6f5032690077cae3eaeda3c0165cc765eaeb5,CVE-2021-20310,CWE-369
ImageMagick,f050a9b18ba537952abf20db2e18d62f07b4956e,7b04c53c69792243d66d6876f843b850b3cc002b,CVE-2019-16712,CWE-401
ImageMagick,8ce9be1bad823ec0683bbb1ab98f0384df29911f,b2b48d50300a9fbcd0aa0d9230fd6d7a08f7671e,CVE-2017-12428,CWE-772
ImageMagick,75fcbf5d649bba046c6a0db650a518f7bfc0fb3f,4e378ea8fb99e869768f34e900105e8c769adfcd,CVE-2017-14342,CWE-400
ImageMagick,ccd4843a5397ba778e251cecac2d282dab34f594,3d71aa8265ffaaf686021a6fbd54c037f71ee3a2,CVE-2020-27773,CWE-369
ImageMagick,7dcb23a29c6b1110c2c29f9862cf39b502a98982,8043433ba9ce0c550e09f2b3b6a3f5f62d802e6d,,CWE-416
ImageMagick,ffc2aaae543dcd60c6cc7e5a426f66dbc51df560,c8718305f120293d8bf13724f12eed885d830b09,,CWE-787
ImageMagick6,98abe54e6b54b4cfeef90ea7a5943cf453b680a3,dc070da861a015d3c97488fdcca6063b44d47a7b,CVE-2022-32547,CWE-704
ImageMagick6,ee332c511445a1fb2934f40246c3c958aefd73e9,450949ed017f009b399c937cf362f0058eacc5fa,CVE-2022-32545,CWE-190
ImageMagick6,34cbd5f1249944f8e96b718a9e9632b9b5ac2b2f,29c8abce0da56b536542f76a9ddfebdaab5b2943,CVE-2022-32546,CWE-190
ImageMagick6,19b1aa98f5e4ba72bf238bceb99fe2855f6dbd16,e6ea5876e0228165ee3abc6e959aa174cee06680,CVE-2022-28463,CWE-787
ImageMagick6,f88e819e4b1598d44a318d2834156cea53900aaa,210474b2fac6a661bfa7ed563213920e93e76395,CVE-2019-13133,CWE-401
ImageMagick6,394b3e6edf74d1337ce338927da053bb40c00ae9,b268ce7a59440972f4476b9fd98104b6a836d971,CVE-2018-18024,CWE-835
ImageMagick6,033ed1152f057d1e098f69da4c40ab8d88836738,1aea203eb36409ce6903b9e41fe7cb70030e8750,CVE-2022-3213,CWE-787
ImageMagick6,149af4eeb27ca3fbee1534b6177db65be73e9b1f,a78d92dc0f468e79c3d761aae9707042952cdaca,CVE-2021-20245,CWE-369
ImageMagick6,b5addc4bc9a8f61adef7141068f8c7561961bf7c,90255f0834eead08d59f46b0bda7b1580451cc0f,CVE-2021-20176,CWE-369
ImageMagick6,9361d189e8b86144331d3ca5519b0a14a4bfe1d7,3456724dff047db5adb32f8cf70c903c1b7d16d4,CVE-2020-10251,CWE-125
ImageMagick6,c8d0040f8505ee16266dd57b3abda80d7f19fead,f1e68d22d1b35459421710587a0dcbab6900b51f,CVE-2021-20309,CWE-369
ImageMagick6,38287b145c1c246f8e01083a86c06c23b8a6911c,ebe38274941908892c32b7244fa4e0fe7497e528,CVE-2019-16709,CWE-401
ImageMagick6,bdb16dc60403b0c972072755f5206e8f2a31ad66,26538669546730c5b2dc36e7d48850f1f6928f94,CVE-2020-19667,CWE-787
ImageMagick6,3b72a41a9b5b2b81dbde21ccd37f66fe08c84106,d5e7c2b5ba384e7d0d8ddac6c9ae2319cb74b9c5,CVE-2018-15607,CWE-400
ImageMagick6,0bdf6af564f5e6bf8b9cfd09debde54d96cabdab,27b1c74979ac473a430e266ff6c4b645664bc805,CVE-2019-12979,CWE-665
ImageMagick6,98dda239ec398dd56453460849b4c9057fc424e5,0701e59f00194897494fa2be74cee8ca626d8f6f,CVE-2017-12805,CWE-400
ImageMagick6,ce6ef690743fd1880067b170a2efdd78e01323e3,5bf7ff59c8ada957d6a681a0a2cc29f3813ad4bc,CVE-2018-16329,CWE-476
ImageMagick6,b36b1f26353286747e6a0367df15dbc2e1958d86,e806bc5559474b19114faf235266dbb8f6b206ee,CVE-2018-14551,CWE-787
ImageMagick6,1007b98f8795ad4bea6bc5f68a32d83e982fdae4,359331c61193138ce2b85331df25235b81499cfc,CVE-2018-16750,CWE-772
isolated-vm,b4ae52bf60e7a25f258e4122ace7837659f1bd0e,27151bfecc260e96714443613880e3b2e6596704,CVE-2021-21413,CWE-703
janet,65a9200cffffe0fe26933382969db695e34f7167,7fda7709ff15ab4b4cdea57619365eb2798f15c4,,CWE-787
jasper,402de0aee7c12f1b4070a0ab2476e1c112fbe62c,d99636fad60629785efd1ef72da772a8ef68f54c,CVE-2022-2963,CWE-703
jasper,99758566a5fd90d4ff3a8f7827df43b41c49dc05,4cd52b5daac62b00a0a328451544807ddecf775f,CVE-2020-27828,CWE-20
jasper,24453e7b0e619a65181f9a1001f64b5da4c1c993,839b1bcf0450ff036c28e8db40a7abf886e02891,CVE-2017-9782,CWE-125
jasper,1184d7e6e604d2340dac7b91077d0faee05579ec,c87ad330a8b8d6e5eb0065675601fdfae08ebaab,CVE-2016-2089,CWE-20
jasper,573a6e47d45c9166331c115e78be962061c00bca,243749e5a6384acdb9f0a59515c0b85dfd62bd5b,CVE-2018-19539,CWE-617
jasper,0fac0048c5c2fcf7ced06a72334d73ffd411ca9d,e6c8d5a838b49f94616be14753aa5c89d64605b5,CVE-2018-9055,CWE-617
jasper,e2f2e5f4022baef2386eec25c57b63debfe4cb20,6cd1e1d8aff56d0d86d4e7d1e7e3e4dd1c64b55d,CVE-2018-9252,CWE-617
jasper,fc0397ddfa7a2f46707a5090d463ac15f9ab54f3,12db8078ba17a8ffc5cc2429fb506988f0f11b44,CVE-2018-18873,CWE-476
jasper,03db7c81f6a8a92d896249bc673877749987fd7a,aa8516b28344aa1263ee538bb7366c4679a0e1a5,CVE-2018-20622,CWE-772
jasper,c8f622d00fbc0204fa24f4768641b2d6eb565d65,41f214b121b837fa30d9ca5f2430212110f5cd9b,CVE-2021-26927,CWE-125
jasper,fd564ee3377d9fc2484c657e4f464a3fb9764d31,1b1c591306817e46e1e6a3300f714992b32f972b,CVE-2017-13746,CWE-617
jasper,839b1bcf0450ff036c28e8db40a7abf886e02891,03db7c81f6a8a92d896249bc673877749987fd7a,CVE-2018-20570,CWE-125
jasper,aa8516b28344aa1263ee538bb7366c4679a0e1a5,c6f9fb6ec7fc97a5c4213f9077faf8622685d160,CVE-2016-9398,CWE-617
jasper,8bab5b1625187cf65d2cf1bbbb2a5a53c54e3399,49174ab592cdfa6f1a929a2ee3d4b4976f9459fd,CVE-2021-3272,CWE-125
jasper,2549a5514f097a23456206d6339d01aa1a6a80bf,84d00fb29a22e360c2ff91bdc2cd81c288826bfc,CVE-2016-9399,CWE-617
jasper,5e6c97cb7297d1a50448b128d6095a2d63e6fa7c,8c4e99592e7da53a9de2934bc7781535d0e0595d,CVE-2017-5499,CWE-190
jerryscript,7a20150ae747742c178e7d61bb4b3c71476925e2,c2b662170245a16f46ce02eae68815c325d99821,CVE-2020-14163,CWE-703
jerryscript,8f76a1f38223cce4cf64064fc1b67670e1f4b806,69f8e78c2f8d562bd6d8002b5488f1662ac30d24,CVE-2020-13649,CWE-703
jerryscript,efe63a5bbc5106164a08ee2eb415a7a701f5311f,3ad76f932c8d2e3b9ba2d95e64848698ec7d7290,,CWE-416
jerryscript,9ed695f9d29f841ae15f973e6e725d9c4b44ef51,efe63a5bbc5106164a08ee2eb415a7a701f5311f,,CWE-787
jhead,de444f57702d624ab80e57cbecf94b17a4cfaba5,5186ddcf9e35a7aa0ff0539489a930434a1325f4,CVE-2020-26208,CWE-787
jhead,556a0c54946f478e23e13e2681e23bba5a19cbb9,b8d78e5ec982e86cdd70ebfc1ebbb2273c982eea,,CWE-787
jsish,430ea27accd4d4ffddc946c9402e7c9064835a18,858da537bde4de9d8c92466d5a866505310bc328,CVE-2020-22874,CWE-190
kdeconnect-kde,8112729eb0f13e6947984416118531078e65580d,542d94a70c56aa386c8d4d793481ce181b0422e8,CVE-2020-26164,CWE-400
kdeconnect-kde,7e47d04053e8919c8cc1dfcd4b1943c947b9661b,4fbd01a3d44a0bcca888c49a77ec7cfd10e113d7,CVE-2020-26164,CWE-703
keepalived,26c8d6374db33bcfcdcd758b1282f12ceef4b94f,17f944144b3d9c5131569b1cc988cc90fd676671,CVE-2018-19046,CWE-200
kopano-core,215a92b7453e769de68fa110c32bb7f58fef87bc,512457466b87039c6a8d25887fdaca6173619546,CVE-2021-28994,CWE-770
libarchive,fba4f123cc456d2b2538f811bb831483bf336bad,e2ad1a2c3064fa9eba6274b3641c4c1beed25c0b,CVE-2021-31566,CWE-59
libarchive,11855358b842491568afd3e37203e4879c351c47,d0331e8e5b05b475f20b1f3101fe1ad772d7e7e7,CVE-2016-1541,CWE-20
libarchive,449d6c5faea3ee9b99fe4bcf3873470c7834187f,94821008d6eea81e315c5881cdf739202961040a,CVE-2020-9308,CWE-125
libarchive,fbd0e40471c996c4c78fa00318f0f7e2e40a5179,4f085eea879e2be745f4d9bf57e8513ae48157f4,CVE-2020-21674,CWE-787
libav,e67e3a3f4a43ad08115b4fcebce39fb487728eb3,635bcfccd439480003b74a665b5aa7c872c1ad6b,CVE-2011-3929,CWE-119
libav,635bcfccd439480003b74a665b5aa7c872c1ad6b,5a396bb3a66a61a68b80f2369d0249729bf85e04,CVE-2011-3929,CWE-119
libav,5a396bb3a66a61a68b80f2369d0249729bf85e04,2d1c0dea5f6b91bec7f5fa53ec050913d851e366,CVE-2011-3929,CWE-119
libav,e5356ebf2216918ad6351d4caa8b58c881c4b0ea,58b2e0f0f2fc96c1158e04f8aba95cbe6157a1a3,CVE-2012-0947,CWE-119
libav,3e13005cac6e076053276b515f5fcf59a3f4b65d,ce7aee9b733134649a6ce2fa743e51733f33e67e,CVE-2011-3951,CWE-119
libavif,5b32ce1f84e4de841b9bc046e84a353ba0af260d,0a8e7244d494ae98e9756355dfbfb6697ded2ff9,CVE-2020-36407,CWE-703
libdwarf-code,6aa93cdba166db9eb04eea3c0d828ffad7133e1e,faf99408e3f9f706fc3809dd400e831f989778d3,CVE-2020-28163,CWE-476
libevent,53c47c2eb9f63f012d5fd7e7709d97d295b15f78,7b21c4eabf1f3946d3f63cce1319c490caab8ecf,CVE-2014-6272,CWE-189
libevent,0eb391941bed827d78a0bf27d7baf887ef91211b,841ecbd96105c84ac2e7c9594aeadbcc6fb38bc4,CVE-2014-6272,CWE-189
libevent,fb7e76aec54d312a7cfdb11e72d2299faf6f3314,20d6d4458bee5d88bda1511c225c25b2d3198d6c,CVE-2014-6272,CWE-189
libexif,154189b77491191e00e1204083ab51c4ad5a60ff,5ae5973bed1947f4d447dc80b76d5cefadd90133,CVE-2020-0093,CWE-125
libexif,c39acd1692023b26290778a02a9232c873f9d71a,41bd04234b104312f54d25822f68738ba8d7133d,CVE-2016-6328,CWE-190
libexif,7c82ed939af9415f3241c6401e16a69032daaa07,6aa11df549114ebda520dde4cdaea2f9357b2c89,CVE-2018-20030,CWE-400
libexif,303643aebb75b2a9f3db83b774b1d448fdfe694b,9266d14b5ca4e29b970fa03272318e5f99386e06,CVE-2020-0452,CWE-787
libexif,ca1e89ffae4a36dd39bd0bff6e6acf6242c5b831,ce03ad7ef4e8aeefce79192bf5b6f69fae396f0c,CVE-2020-0181,CWE-190
libexif,bbd35b1f591b960575d8c77921f93cbedfd69e7d,e6a38a1a23ba94d139b1fa2cd4519fdcfe3c9bab,CVE-2020-13114,CWE-703
libfuse,cc315f5aa7fae04e16dda419859b2995992977cd,5018a0c016495155ee598b7e0167b43d5d902414,CVE-2018-10906,CWE-269
libgcrypt,5958574a8285e9d759d7d95418cacd3d352f77a2,35cd81f134c0da4e7e6fcfe40d270ee1251f52c2,CVE-2014-3591,CWE-200
libgcrypt,2f62103b4bb6d6f9ce806e01afb7fdc58aa33513,8dd45ad957b54b939c288a68720137386c7f6501,CVE-2016-6313,CWE-200
libgcrypt,0c2d1443124dc6e65bd7f980f79aa2a6e33a82da,d482948ac41768c36c5352a513fca8c50d2da4db,CVE-2014-3591,CWE-200
libgcrypt,5417a29336426d310c3e012b148bcb20ef9ca85c,bf76acbf0da6b0f245e491bec12c0f0a1b5be7c9,CVE-2017-0379,CWE-200
libgcrypt,7b6c2afd699e889f5f054cc3d202a61bd0ee1dcf,9010d1576e278a4274ad3f4aa15776c28f6ba965,CVE-2018-0495,CWE-203
libgd,fc14a8c1bb22542db00858a04495413f0c290001,2bb97f407c1145c850416a3bfbcc8cf124e68a19,CVE-2016-3074,CWE-681
libgd,fb0e0cce0b9f25389ab56604c3547351617e1415,4859d69e07504d4b0a4bdf9bcb4d9e3769ca35ae,CVE-2016-6911,CWE-125
libgd,5ebbd50cffc013a7dd0f3b1eaaa83d199e8e47fd,fb0e0cce0b9f25389ab56604c3547351617e1415,CVE-2016-6906,CWE-125
libgd,fe9ed49dafa993e3af96b6a5a589efeea9bfb36f,58b6dde319c301b0eae27d12e2a659e067d80558,CVE-2016-6906,CWE-125
libgd,58b6dde319c301b0eae27d12e2a659e067d80558,1846f48e5fcdde996e7c27a4bbac5d0aef183e4b,CVE-2016-9317,CWE-20
libgd,7ff626c48a133eff1b6608bf28b1cfae30597408,a11f47475e6443b7f32d21f2271f28f417e2ac04,CVE-2018-5711,CWE-681
libgd,bc64b86d56c8175858c95ccef8aa28a03645c46f,56ce6ef068b954ad28379e83cca04feefc51320c,CVE-2017-6362,CWE-415
libgd,98bdb211d359a6d41dcf2f6102386ec4d56f3b29,8b111b2b4a4842179be66db68d84dda91a246032,,CWE-125
libgit2,64c612cc3e25eff5fb02c59ef5a66ba7a14751e4,3f7851eadca36a99627ad78cbe56a40d3776ed01,CVE-2019-1352,CWE-20
libjpeg-turbo,df17d398eca83d6de2f42cade70d317bebeec071,f35fd27ec641c42d6b115bfa595e483ec58188d2,CVE-2021-46822,CWE-200
libjpeg-turbo,486cdcfb9da7445dfcb9ff7866e768ae9c17bef7,1719d12e51641cce5c77e259516649ba5ef6303c,CVE-2021-20205,CWE-369
libmobi,afa8ce1cd73429b5c37c9f6c55252f3329d38de8,eafc415bc6067e72577f70d6dd5acbf057ce6e6f,CVE-2022-1533,CWE-787
libmobi,1e0378e6f9e4ae415cedc9eb10850888897c5dba,612562bc1ea38f1708b044e7a079c47a05b1291d,CVE-2022-1987,CWE-125
libmobi,bec783e6212439a335ba6e8df7ab8ed610ca9a21,c78e186739b50d156cb3da5d08d70294f0490853,CVE-2021-3888,CWE-119
libmobi,983b89820e1c592d9d7c8c438af46e75be1f96e1,ab5bf0e37e540eac682a14e628853b918626e72b,CVE-2021-3751,CWE-787
libmobi,4b60805802c8ea607d2bdb965b15a07bb27568b1,fb1ab50e448ddbed746fd27ae07469bc506d838b,CVE-2022-1534,CWE-703
libnbd,e15864c364aef710a7826b2b25c88a360f9819d6,56d2611bd6fcdb559ee5ff11532dec75eb2f8472,CVE-2022-0485,CWE-252
librepo,b0c457e98ac96cfaeab408dbdff475658fa70989,7daea2a2429a54dad68b1de9b37a5f65c5cf2600,CVE-2020-14352,CWE-22
libslirp,76462e2f16c6fce6856fb914cbef6207d0be4bc5,c59279437eda91841b9d26079c70b8a540d41204,CVE-2019-14378,CWE-755
libslirp,990163cf3ac86b7875559f49602c4d76f46f6f30,74572be49247c8c5feae7c6e0b50c4f569ca9824,CVE-2021-3594,CWE-824
libslirp,2eca0838eee1da96204545e22cdaed860d9d7c6c,de71c15de66ba9350bf62c45b05f8fbff166517b,CVE-2021-3593,CWE-824
libslirp,f13cad45b25d92760bb0ad67bec0300a4d7d5275,2eca0838eee1da96204545e22cdaed860d9d7c6c,CVE-2021-3592,CWE-824
libslirp,113a219a69adc730ffa860c3f432049f8aa8f714,126c04acbabd7ad32c2b018fe10dfac2a3bc1210,CVE-2019-14378,CWE-787
libslirp,789955c6e1cf5a9ed722138fea5fc8ffd4cbfbd1,2655fffed7a9e765bcb4701dd876e9dab975f289,CVE-2020-7039,CWE-787
libsndfile,7c5da26b703753ec4ec598d95893a36a8639eece,6d7ce94c020cc720a6b28719d1a7879181790008,CVE-2019-3832,CWE-125
libsndfile,8ddc442d539ca775d80cdbc7af17a718634a743f,42132c543358cee9f7c3e9e9b15bb6c1063a608e,CVE-2018-19758,CWE-125
libsndfile,ef888c6faecd58dab7812e5317f6f89d342ff742,85c877d5072866aadbe8ed0c3e0590fbb5e16788,CVE-2017-14634,CWE-369
libsolv,9bb2290c5e88648697ddbe011a2134eecd3cc9ee,fdb9c9c03508990e4583046b590c30d958f272da,CVE-2019-20387,CWE-125
libsoup,8f1a8e4a7cf32f1cc69fbfdd3b0f192a3fca080e,03c91c76daf70ee227f38304c5e45a155f45073d,CVE-2017-2885,CWE-787
libspiro,6c04efe38570a09d2a0ffd3e5d8ea9117a7f3033,35233450c922787dad42321e359e5229ff470a1e,CVE-2019-19847,CWE-787
libssh-mirror,2782cb0495b7450bd8fe43ce4af886b66fea6c40,10b3ebbe61a7031a3dae97f05834442220447181,CVE-2020-16135,CWE-476
libssh-mirror,533d881b0f4b24c72b35ecc97fa35d295d063e53,2782cb0495b7450bd8fe43ce4af886b66fea6c40,CVE-2020-16135,CWE-476
libssh2,d453f4ce3c87c4dbe1f86be4913d0018bb602b42,ca5222ea819cc5ed797860070b4c6c1aeeb28420,CVE-2016-0787,CWE-200
libssh2,e5732992b1d2cf238dab636852aade4c52caff99,dedcbd106f8e52d5586b0205bc7677e4c9868f9c,CVE-2019-17498,CWE-703
libtiff,26f7d7603474a68b7fbbebd53802deecdc740d43,dc02f9050311a90b3c0655147cee09bfa7081cfc,CVE-2017-12944,CWE-770
libtiff,5ad9d8016fbb60109302d558f7edb2cb2a3bb8e3,b5d6803f0898e931cf772d3d0755704ab8488e63,CVE-2016-5652,CWE-119
libtomcrypt,c6dfef95ebd5ab8b8114cc0c457488c6a1aa0ec4,5eb9743410ce4657e9d54fef26a2ee31a1b5dd09,CVE-2016-6129,CWE-20
libtpms,fb05d06158599c8a44d6dcd7691a22a769f75fbf,ea62fd9679f8c6fc5e79471b33cfbd8227bfed72,CVE-2021-3746,CWE-119
libtpms,6050bf58992068e3bf2743742a43b77d934664d3,40cfe134c017d3aeaaed05ce71eaf9bfbe556b16,CVE-2021-3569,CWE-787
libuv,4a27d87a6966d053f67e267fdbd9474433143c2b,b7466e31e4bee160d82a68fca11b1f61d46debae,CVE-2021-22918,CWE-125
libvirt,a33046f3c3394a6c151b82c6c187e7fb5bc60065,524de6cc35d3b222f0e940bb0fd027f5482572c5,CVE-2020-14301,CWE-212
libvirt,b6412ce5ea5b3953abf14ce4a702c32f923c9f75,4c4d0e2da07b5a035b26a0ff13ec27070f7c7b1a,CVE-2021-3559,CWE-119
libvirt,92e00c7afca556414a072cdcf84cb2aaac0df506,a4947e8f63c3e6b7b067b444f3d6cf674c0d7f36,CVE-2022-0897,CWE-667
